Year,Sex,Age,Risk,Value
0,0,22,2,0.0
0,0,22,3,0.0
0,0,22,4,0.0
0,0,22,5,0.0
0,0,22,6,0.0
0,0,22,7,0.0
0,0,23,0,0.0
0,0,23,1,0.0
0,0,23,2,0.0
0,0,23,3,0.0
0,0,23,4,0.0
0,0,23,5,0.0
0,0,23,6,0.0
0,0,23,7,0.0
0,0,24,0,0.0
0,0,24,1,0.0
0,0,24,2,0.0
0,0,24,3,0.0
0,0,24,4,0.0
0,0,24,5,0.0
0,0,24,6,0.0
0,0,24,7,0.0
0,0,25,0,0.0
0,0,25,1,0.0
0,0,25,2,0.0
0,0,25,3,0.0
0,0,25,4,0.0
0,0,25,5,0.0
0,0,25,6,0.0
0,0,25,7,0.0
0,0,26,0,0.0
0,0,26,1,0.0
0,0,26,2,0.0
0,0,26,3,0.0
0,0,26,4,0.0
0,0,26,5,0.0
0,0,26,6,0.0
0,0,26,7,0.0
0,0,27,0,0.0
0,0,27,1,0.0
0,0,27,2,0.0
0,0,27,3,0.0
0,0,27,4,0.0
0,0,27,5,0.0
0,0,27,6,0.0
0,0,27,7,0.0
0,0,28,0,0.0
0,0,28,1,0.0
0,0,28,2,0.0
0,0,28,3,0.0
0,0,28,4,0.0
0,0,28,5,0.0
0,0,28,6,0.0
0,0,28,7,0.0
0,0,29,0,0.0
0,0,29,1,0.0
0,0,29,2,0.0
0,0,29,3,0.0
0,0,29,4,0.0
0,0,29,5,0.0
0,0,29,6,0.0
0,0,29,7,0.0
0,0,30,0,0.0
0,0,30,1,0.0
0,0,30,2,0.0
0,0,30,3,0.0
0,0,30,4,0.0
0,0,30,5,0.0
0,0,30,6,0.0
0,0,30,7,0.0
0,0,31,0,0.0
0,0,31,1,0.0
0,0,31,2,0.0
0,0,31,3,0.0
0,0,31,4,0.0
0,0,31,5,0.0
0,0,31,6,0.0
0,0,31,7,0.0
0,0,32,0,0.0
0,0,32,1,0.0
0,0,32,2,0.0
0,0,32,3,0.0
0,0,32,4,0.0
0,0,32,5,0.0
0,0,32,6,0.0
0,0,32,7,0.0
0,0,33,0,0.0
0,0,33,1,0.0
0,0,33,2,0.0
0,0,33,3,0.0
0,0,33,4,0.0
0,0,33,5,0.0
0,0,33,6,0.0
0,0,33,7,0.0
0,0,34,0,0.0
0,0,34,1,0.0
0,0,34,2,0.0
0,0,34,3,0.0
0,0,34,4,0.0
0,0,34,5,0.0
0,0,34,6,0.0
0,0,34,7,0.0
0,0,35,0,0.0
0,0,35,1,0.0
0,0,35,2,0.0
0,0,35,3,0.0
0,0,35,4,0.0
0,0,35,5,0.0
0,0,35,6,0.0
0,0,35,7,0.0
0,0,36,0,0.0
0,0,36,1,0.0
0,0,36,2,0.0
0,0,36,3,0.0
0,0,36,4,0.0
0,0,36,5,0.0
0,0,36,6,0.0
0,0,36,7,0.0
0,0,37,0,0.0
0,0,37,1,0.0
0,0,37,2,0.0
0,0,37,3,0.0
0,0,37,4,0.0
0,0,37,5,0.0
0,0,37,6,0.0
0,0,37,7,0.0
0,0,38,0,0.0
0,0,38,1,0.0
0,0,38,2,0.0
0,0,38,3,0.0
0,0,38,4,0.0
0,0,38,5,0.0
0,0,38,6,0.0
0,0,38,7,0.0
0,0,39,0,0.0
0,0,39,1,0.0
0,0,39,2,0.0
0,0,39,3,0.0
0,0,39,4,0.0
0,0,39,5,0.0
0,0,39,6,0.0
0,0,39,7,0.0
0,0,40,0,0.0
0,0,40,1,0.0
0,0,40,2,0.0
0,0,40,3,0.0
0,0,40,4,0.0
0,0,40,5,0.0
0,0,40,6,0.0
0,0,40,7,0.0
0,0,41,0,0.0
0,0,41,1,0.0
0,0,41,2,0.0
0,0,41,3,0.0
0,0,41,4,0.0
0,0,41,5,0.0
0,0,41,6,0.0
0,0,41,7,0.0
0,0,42,0,0.0
0,0,42,1,0.0
0,0,42,2,0.0
0,0,42,3,0.0
0,0,42,4,0.0
0,0,42,5,0.0
0,0,42,6,0.0
0,0,42,7,0.0
0,0,43,0,0.0
0,0,43,1,0.0
0,0,43,2,0.0
0,0,43,3,0.0
0,0,43,4,0.0
0,0,43,5,0.0
0,0,43,6,0.0
0,0,43,7,0.0
0,0,44,0,0.0
0,0,44,1,0.0
0,0,44,2,0.0
0,0,44,3,0.0
0,0,44,4,0.0
0,0,44,5,0.0
0,0,44,6,0.0
0,0,44,7,0.0
0,0,45,0,0.0
0,0,45,1,0.0
0,0,45,2,0.0
0,0,45,3,0.0
0,0,45,4,0.0
0,0,45,5,0.0
0,0,45,6,0.0
0,0,45,7,0.0
0,0,46,0,0.0
0,0,46,1,0.0
0,0,46,2,0.0
0,0,46,3,0.0
0,0,46,4,0.0
0,0,46,5,0.0
0,0,46,6,0.0
0,0,46,7,0.0
0,0,47,0,0.0
0,0,47,1,0.0
0,0,47,2,0.0
0,0,47,3,0.0
0,0,47,4,0.0
0,0,47,5,0.0
0,0,47,6,0.0
0,0,47,7,0.0
0,0,48,0,0.0
0,0,48,1,0.0
0,0,48,2,0.0
0,0,48,3,0.0
0,0,48,4,0.0
0,0,48,5,0.0
0,0,48,6,0.0
0,0,48,7,0.0
0,0,49,0,0.0
0,0,49,1,0.0
0,0,49,2,0.0
0,0,49,3,0.0
0,0,49,4,0.0
0,0,49,5,0.0
0,0,49,6,0.0
0,0,49,7,0.0
0,0,50,0,0.0
0,0,50,1,0.0
0,0,50,2,0.0
0,0,50,3,0.0
0,0,50,4,0.0
0,0,50,5,0.0
0,0,50,6,0.0
0,0,50,7,0.0
0,0,51,0,0.0
0,0,51,1,0.0
0,0,51,2,0.0
0,0,51,3,0.0
0,0,51,4,0.0
0,0,51,5,0.0
0,0,51,6,0.0
0,0,51,7,0.0
0,0,52,0,0.0
0,0,52,1,0.0
0,0,52,2,0.0
0,0,52,3,0.0
0,0,52,4,0.0
0,0,52,5,0.0
0,0,52,6,0.0
0,0,52,7,0.0
0,0,53,0,0.0
0,0,53,1,0.0
0,0,53,2,0.0
0,0,53,3,0.0
0,0,53,4,0.0
0,0,53,5,0.0
0,0,53,6,0.0
0,0,53,7,0.0
0,0,54,0,0.0
0,0,54,1,0.0
0,0,54,2,0.0
0,0,54,3,0.0
0,0,54,4,0.0
0,0,54,5,0.0
0,0,54,6,0.0
0,0,54,7,0.0
0,0,55,0,0.0
0,0,55,1,0.0
0,0,55,2,0.0
0,0,55,3,0.0
0,0,55,4,0.0
0,0,55,5,0.0
0,0,55,6,0.0
0,0,55,7,0.0
0,0,56,0,0.0
0,0,56,1,0.0
0,0,56,2,0.0
0,0,56,3,0.0
0,0,56,4,0.0
0,0,56,5,0.0
0,0,56,6,0.0
0,0,56,7,0.0
0,0,57,0,0.0
0,0,57,1,0.0
0,0,57,2,0.0
0,0,57,3,0.0
0,0,57,4,0.0
0,0,57,5,0.0
0,0,57,6,0.0
0,0,57,7,0.0
0,0,58,0,0.0
0,0,58,1,0.0
0,0,58,2,0.0
0,0,58,3,0.0
0,0,58,4,0.0
0,0,58,5,0.0
0,0,58,6,0.0
0,0,58,7,0.0
0,0,59,0,0.0
0,0,59,1,0.0
0,0,59,2,0.0
0,0,59,3,0.0
0,0,59,4,0.0
0,0,59,5,0.0
0,0,59,6,0.0
0,0,59,7,0.0
0,0,60,0,0.0
0,0,60,1,0.0
0,0,60,2,0.0
0,0,60,3,0.0
0,0,60,4,0.0
0,0,60,5,0.0
0,0,60,6,0.0
0,0,60,7,0.0
0,0,61,0,0.0
0,0,61,1,0.0
0,0,61,2,0.0
0,0,61,3,0.0
0,0,61,4,0.0
0,0,61,5,0.0
0,0,61,6,0.0
0,0,61,7,0.0
0,0,62,0,0.0
0,0,62,1,0.0
0,0,62,2,0.0
0,0,62,3,0.0
0,0,62,4,0.0
0,0,62,5,0.0
0,0,62,6,0.0
0,0,62,7,0.0
0,0,63,0,0.0
0,0,63,1,0.0
0,0,63,2,0.0
0,0,63,3,0.0
0,0,63,4,0.0
0,0,63,5,0.0
0,0,63,6,0.0
0,0,63,7,0.0
0,0,64,0,0.0
0,0,64,1,0.0
0,0,64,2,0.0
0,0,64,3,0.0
0,0,64,4,0.0
0,0,64,5,0.0
0,0,64,6,0.0
0,0,64,7,0.0
0,0,65,0,0.0
0,0,65,1,0.0
0,0,65,2,0.0
0,0,65,3,0.0
0,0,65,4,0.0
0,0,65,5,0.0
0,0,65,6,0.0
0,0,65,7,0.0
0,0,66,0,0.0
0,0,66,1,0.0
0,0,66,2,0.0
0,0,66,3,0.0
0,0,66,4,0.0
0,0,66,5,0.0
0,0,66,6,0.0
0,0,66,7,0.0
0,0,67,0,0.0
0,0,67,1,0.0
0,0,67,2,0.0
0,0,67,3,0.0
0,0,67,4,0.0
0,0,67,5,0.0
0,0,67,6,0.0
0,0,67,7,0.0
0,0,68,0,0.0
0,0,68,1,0.0
0,0,68,2,0.0
0,0,68,3,0.0
0,0,68,4,0.0
0,0,68,5,0.0
0,0,68,6,0.0
0,0,68,7,0.0
0,0,69,0,0.0
0,0,69,1,0.0
0,0,69,2,0.0
0,0,69,3,0.0
0,0,69,4,0.0
0,0,69,5,0.0
0,0,69,6,0.0
0,0,69,7,0.0
0,0,70,0,0.0
0,0,70,1,0.0
0,0,70,2,0.0
0,0,70,3,0.0
0,0,70,4,0.0
0,0,70,5,0.0
0,0,70,6,0.0
0,0,70,7,0.0
0,0,71,0,0.0
0,0,71,1,0.0
0,0,71,2,0.0
0,0,71,3,0.0
0,0,71,4,0.0
0,0,71,5,0.0
0,0,71,6,0.0
0,0,71,7,0.0
0,0,72,0,0.0
0,0,72,1,0.0
0,0,72,2,0.0
0,0,72,3,0.0
0,0,72,4,0.0
0,0,72,5,0.0
0,0,72,6,0.0
0,0,72,7,0.0
0,0,73,0,0.0
0,0,73,1,0.0
0,0,73,2,0.0
0,0,73,3,0.0
0,0,73,4,0.0
0,0,73,5,0.0
0,0,73,6,0.0
0,0,73,7,0.0
0,0,74,0,0.0
0,0,74,1,0.0
0,0,74,2,0.0
0,0,74,3,0.0
0,0,74,4,0.0
0,0,74,5,0.0
0,0,74,6,0.0
0,0,74,7,0.0
0,0,75,0,0.0
0,0,75,1,0.0
0,0,75,2,0.0
0,0,75,3,0.0
0,0,75,4,0.0
0,0,75,5,0.0
0,0,75,6,0.0
0,0,75,7,0.0
0,0,76,0,0.0
0,0,76,1,0.0
0,0,76,2,0.0
0,0,76,3,0.0
0,0,76,4,0.0
0,0,76,5,0.0
0,0,76,6,0.0
0,0,76,7,0.0
0,0,77,0,0.0
0,0,77,1,0.0
0,0,77,2,0.0
0,0,77,3,0.0
0,0,77,4,0.0
0,0,77,5,0.0
0,0,77,6,0.0
0,0,77,7,0.0
0,0,78,0,0.0
0,0,78,1,0.0
0,0,78,2,0.0
0,0,78,3,0.0
0,0,78,4,0.0
0,0,78,5,0.0
0,0,78,6,0.0
0,0,78,7,0.0
0,0,79,0,0.0
0,0,79,1,0.0
0,0,79,2,0.0
0,0,79,3,0.0
0,0,79,4,0.0
0,0,79,5,0.0
0,0,79,6,0.0
0,0,79,7,0.0
0,0,80,0,0.0
0,0,80,1,0.0
0,0,80,2,0.0
0,0,80,3,0.0
0,0,80,4,0.0
0,0,80,5,0.0
0,0,80,6,0.0
0,0,80,7,0.0
0,1,0,0,0.0
0,1,0,1,0.0
0,1,0,2,0.0
0,1,0,3,0.0
0,1,0,4,0.0
0,1,0,5,0.0
0,1,0,6,0.0
0,1,0,7,0.0
0,1,1,0,0.0
0,1,1,1,0.0
0,1,1,2,0.0
0,1,1,3,0.0
0,1,1,4,0.0
0,1,1,5,0.0
0,1,1,6,0.0
0,1,1,7,0.0
0,1,2,0,0.0
0,1,2,1,0.0
0,1,2,2,0.0
0,1,2,3,0.0
0,1,2,4,0.0
0,1,2,5,0.0
0,1,2,6,0.0
0,1,2,7,0.0
0,1,3,0,0.0
0,1,3,1,0.0
0,1,3,2,0.0
0,1,3,3,0.0
0,1,3,4,0.0
0,1,3,5,0.0
0,1,3,6,0.0
0,1,3,7,0.0
0,1,4,0,0.0
0,1,4,1,0.0
0,1,4,2,0.0
0,1,4,3,0.0
0,1,4,4,0.0
0,1,4,5,0.0
0,1,4,6,0.0
0,1,4,7,0.0
0,1,5,0,0.0
0,1,5,1,0.0
0,1,5,2,0.0
0,1,5,3,0.0
0,1,5,4,0.0
0,1,5,5,0.0
0,1,5,6,0.0
0,1,5,7,0.0
0,1,6,0,0.0
0,1,6,1,0.0
0,1,6,2,0.0
0,1,6,3,0.0
0,1,6,4,0.0
0,1,6,5,0.0
0,1,6,6,0.0
0,1,6,7,0.0
0,1,7,0,0.0
0,1,7,1,0.0
0,1,7,2,0.0
0,1,7,3,0.0
0,1,7,4,0.0
0,1,7,5,0.0
0,1,7,6,0.0
0,1,7,7,0.0
0,1,8,0,0.0
0,1,8,1,0.0
0,1,8,2,0.0
0,1,8,3,0.0
0,1,8,4,0.0
0,1,8,5,0.0
0,1,8,6,0.0
0,1,8,7,0.0
0,1,9,0,0.0
0,1,9,1,0.0
0,1,9,2,0.0
0,1,9,3,0.0
0,1,9,4,0.0
0,1,9,5,0.0
0,1,9,6,0.0
0,1,9,7,0.0
0,1,10,0,0.0
0,1,10,1,0.0
0,1,10,2,0.0
0,1,10,3,0.0
0,1,10,4,0.0
0,1,10,5,0.0
0,1,10,6,0.0
0,1,10,7,0.0
0,1,11,0,0.0
0,1,11,1,0.0
0,1,11,2,0.0
0,1,11,3,0.0
0,1,11,4,0.0
0,1,11,5,0.0
0,1,11,6,0.0
0,1,11,7,0.0
0,1,12,0,0.0
0,1,12,1,0.0
0,1,12,2,0.0
0,1,12,3,0.0
0,1,12,4,0.0
0,1,12,5,0.0
0,1,12,6,0.0
0,1,12,7,0.0
0,1,13,0,0.0
0,1,13,1,0.0
0,1,13,2,0.0
0,1,13,3,0.0
0,1,13,4,0.0
0,1,13,5,0.0
0,1,13,6,0.0
0,1,13,7,0.0
0,1,14,0,0.0
0,1,14,1,0.0
0,1,14,2,0.0
0,1,14,3,0.0
0,1,14,4,0.0
0,1,14,5,0.0
0,1,14,6,0.0
0,1,14,7,0.0
0,1,15,0,0.0
0,1,15,1,0.0
0,1,15,2,0.0
0,1,15,3,0.0
0,1,15,4,0.0
0,1,15,5,0.0
0,1,15,6,0.0
0,1,15,7,0.0
0,1,16,0,0.0
0,1,16,1,0.0
0,1,16,2,0.0
0,1,16,3,0.0
0,1,16,4,0.0
0,1,16,5,0.0
0,1,16,6,0.0
0,1,16,7,0.0
0,1,17,0,0.0
0,1,17,1,0.0
0,1,17,2,0.0
0,1,17,3,0.0
0,1,17,4,0.0
0,1,17,5,0.0
0,1,17,6,0.0
0,1,17,7,0.0
0,1,18,0,0.0
0,1,18,1,0.0
0,1,18,2,0.0
0,1,18,3,0.0
0,1,18,4,0.0
0,1,18,5,0.0
0,1,18,6,0.0
0,1,18,7,0.0
0,1,19,0,0.0
0,1,19,1,0.0
0,1,19,2,0.0
0,1,19,3,0.0
0,1,19,4,0.0
0,1,19,5,0.0
0,1,19,6,0.0
0,1,19,7,0.0
0,1,20,0,0.0
0,1,20,1,0.0
0,1,20,2,0.0
0,1,20,3,0.0
0,1,20,4,0.0
0,1,20,5,0.0
0,1,20,6,0.0
0,1,20,7,0.0
0,1,21,0,0.0
0,1,21,1,0.0
0,1,21,2,0.0
0,1,21,3,0.0
0,1,21,4,0.0
0,1,21,5,0.0
0,1,21,6,0.0
0,1,21,7,0.0
0,1,22,0,0.0
0,1,22,1,0.0
0,1,22,2,0.0
0,1,22,3,0.0
0,1,22,4,0.0
0,1,22,5,0.0
0,1,22,6,0.0
0,1,22,7,0.0
0,1,23,0,0.0
0,1,23,1,0.0
0,1,23,2,0.0
0,1,23,3,0.0
0,1,23,4,0.0
0,1,23,5,0.0
0,1,23,6,0.0
0,1,23,7,0.0
0,1,24,0,0.0
0,1,24,1,0.0
0,1,24,2,0.0
0,1,24,3,0.0
0,1,24,4,0.0
0,1,24,5,0.0
0,1,24,6,0.0
0,1,24,7,0.0
0,1,25,0,0.0
0,1,25,1,0.0
0,1,25,2,0.0
0,1,25,3,0.0
0,1,25,4,0.0
0,1,25,5,0.0
0,1,25,6,0.0
0,1,25,7,0.0
0,1,26,0,0.0
0,1,26,1,0.0
0,1,26,2,0.0
0,1,26,3,0.0
0,1,26,4,0.0
0,1,26,5,0.0
0,1,26,6,0.0
0,1,26,7,0.0
0,1,27,0,0.0
0,1,27,1,0.0
0,1,27,2,0.0
0,1,27,3,0.0
0,1,27,4,0.0
0,1,27,5,0.0
0,1,27,6,0.0
0,1,27,7,0.0
0,1,28,0,0.0
0,1,28,1,0.0
0,1,28,2,0.0
0,1,28,3,0.0
0,1,28,4,0.0
0,1,28,5,0.0
0,1,28,6,0.0
0,1,28,7,0.0
0,1,29,0,0.0
0,1,29,1,0.0
0,1,29,2,0.0
0,1,29,3,0.0
0,1,29,4,0.0
0,1,29,5,0.0
0,1,29,6,0.0
0,1,29,7,0.0
0,1,30,0,0.0
0,1,30,1,0.0
0,1,30,2,0.0
0,1,30,3,0.0
0,1,30,4,0.0
0,1,30,5,0.0
0,1,30,6,0.0
0,1,30,7,0.0
0,1,31,0,0.0
0,1,31,1,0.0
0,1,31,2,0.0
0,1,31,3,0.0
0,1,31,4,0.0
0,1,31,5,0.0
0,1,31,6,0.0
0,1,31,7,0.0
0,1,32,0,0.0
0,1,32,1,0.0
0,1,32,2,0.0
0,1,32,3,0.0
0,1,32,4,0.0
0,1,32,5,0.0
0,1,32,6,0.0
0,1,32,7,0.0
0,1,33,0,0.0
0,1,33,1,0.0
0,1,33,2,0.0
0,1,33,3,0.0
0,1,33,4,0.0
0,1,33,5,0.0
0,1,33,6,0.0
0,1,33,7,0.0
0,1,34,0,0.0
0,1,34,1,0.0
0,1,34,2,0.0
0,1,34,3,0.0
0,1,34,4,0.0
0,1,34,5,0.0
0,1,34,6,0.0
0,1,34,7,0.0
0,1,35,0,0.0
0,1,35,1,0.0
0,1,35,2,0.0
0,1,35,3,0.0
0,1,35,4,0.0
0,1,35,5,0.0
0,1,35,6,0.0
0,1,35,7,0.0
0,1,36,0,0.0
0,1,36,1,0.0
0,1,36,2,0.0
0,1,36,3,0.0
0,1,36,4,0.0
0,1,36,5,0.0
0,1,36,6,0.0
0,1,36,7,0.0
0,1,37,0,0.0
0,1,37,1,0.0
0,1,37,2,0.0
0,1,37,3,0.0
0,1,37,4,0.0
0,1,37,5,0.0
0,1,37,6,0.0
0,1,37,7,0.0
0,1,38,0,0.0
0,1,38,1,0.0
0,1,38,2,0.0
0,1,38,3,0.0
0,1,38,4,0.0
0,1,38,5,0.0
0,1,38,6,0.0
0,1,38,7,0.0
0,1,39,0,0.0
0,1,39,1,0.0
0,1,39,2,0.0
0,1,39,3,0.0
0,1,39,4,0.0
0,1,39,5,0.0
0,1,39,6,0.0
0,1,39,7,0.0
0,1,40,0,0.0
0,1,40,1,0.0
0,1,40,2,0.0
0,1,40,3,0.0
0,1,40,4,0.0
0,1,40,5,0.0
0,1,40,6,0.0
0,1,40,7,0.0
0,1,41,0,0.0
0,1,41,1,0.0
0,1,41,2,0.0
0,1,41,3,0.0
0,1,41,4,0.0
0,1,41,5,0.0
0,1,41,6,0.0
0,1,41,7,0.0
0,1,42,0,0.0
0,1,42,1,0.0
0,1,42,2,0.0
0,1,42,3,0.0
0,1,42,4,0.0
0,1,42,5,0.0
0,1,42,6,0.0
0,1,42,7,0.0
0,1,43,0,0.0
0,1,43,1,0.0
0,1,43,2,0.0
0,1,43,3,0.0
0,1,43,4,0.0
0,1,43,5,0.0
0,1,43,6,0.0
0,1,43,7,0.0
0,1,44,0,0.0
0,1,44,1,0.0
0,1,44,2,0.0
0,1,44,3,0.0
0,1,44,4,0.0
0,1,44,5,0.0
0,1,44,6,0.0
0,1,44,7,0.0
0,1,45,0,0.0
0,1,45,1,0.0
0,1,45,2,0.0
0,1,45,3,0.0
0,1,45,4,0.0
0,1,45,5,0.0
0,1,45,6,0.0
0,1,45,7,0.0
0,1,46,0,0.0
0,1,46,1,0.0
0,1,46,2,0.0
0,1,46,3,0.0
0,1,46,4,0.0
0,1,46,5,0.0
0,1,46,6,0.0
0,1,46,7,0.0
0,1,47,0,0.0
0,1,47,1,0.0
0,1,47,2,0.0
0,1,47,3,0.0
0,1,47,4,0.0
0,1,47,5,0.0
0,1,47,6,0.0
0,1,47,7,0.0
0,1,48,0,0.0
0,1,48,1,0.0
0,1,48,2,0.0
0,1,48,3,0.0
0,1,48,4,0.0
0,1,48,5,0.0
0,1,48,6,0.0
0,1,48,7,0.0
0,1,49,0,0.0
0,1,49,1,0.0
0,1,49,2,0.0
0,1,49,3,0.0
0,1,49,4,0.0
0,1,49,5,0.0
0,1,49,6,0.0
0,1,49,7,0.0
0,1,50,0,0.0
0,1,50,1,0.0
0,1,50,2,0.0
0,1,50,3,0.0
0,1,50,4,0.0
0,1,50,5,0.0
0,1,50,6,0.0
0,1,50,7,0.0
0,1,51,0,0.0
0,1,51,1,0.0
0,1,51,2,0.0
0,1,51,3,0.0
0,1,51,4,0.0
0,1,51,5,0.0
0,1,51,6,0.0
0,1,51,7,0.0
0,1,52,0,0.0
0,1,52,1,0.0
0,1,52,2,0.0
0,1,52,3,0.0
0,1,52,4,0.0
0,1,52,5,0.0
0,1,52,6,0.0
0,1,52,7,0.0
0,1,53,0,0.0
0,1,53,1,0.0
0,1,53,2,0.0
0,1,53,3,0.0
0,1,53,4,0.0
0,1,53,5,0.0
0,1,53,6,0.0
0,1,53,7,0.0
0,1,54,0,0.0
0,1,54,1,0.0
0,1,54,2,0.0
0,1,54,3,0.0
0,1,54,4,0.0
0,1,54,5,0.0
0,1,54,6,0.0
0,1,54,7,0.0
0,1,55,0,0.0
0,1,55,1,0.0
0,1,55,2,0.0
0,1,55,3,0.0
0,1,55,4,0.0
0,1,55,5,0.0
0,1,55,6,0.0
0,1,55,7,0.0
0,1,56,0,0.0
0,1,56,1,0.0
0,1,56,2,0.0
0,1,56,3,0.0
0,1,56,4,0.0
0,1,56,5,0.0
0,1,56,6,0.0
0,1,56,7,0.0
0,1,57,0,0.0
0,1,57,1,0.0
0,1,57,2,0.0
0,1,57,3,0.0
0,1,57,4,0.0
0,1,57,5,0.0
0,1,57,6,0.0
0,1,57,7,0.0
0,1,58,0,0.0
0,1,58,1,0.0
0,1,58,2,0.0
0,1,58,3,0.0
0,1,58,4,0.0
0,1,58,5,0.0
0,1,58,6,0.0
0,1,58,7,0.0
0,1,59,0,0.0
0,1,59,1,0.0
0,1,59,2,0.0
0,1,59,3,0.0
0,1,59,4,0.0
0,1,59,5,0.0
0,1,59,6,0.0
0,1,59,7,0.0
0,1,60,0,0.0
0,1,60,1,0.0
0,1,60,2,0.0
0,1,60,3,0.0
0,1,60,4,0.0
0,1,60,5,0.0
0,1,60,6,0.0
0,1,60,7,0.0
0,1,61,0,0.0
0,1,61,1,0.0
0,1,61,2,0.0
0,1,61,3,0.0
0,1,61,4,0.0
0,1,61,5,0.0
0,1,61,6,0.0
0,1,61,7,0.0
0,1,62,0,0.0
0,1,62,1,0.0
0,1,62,2,0.0
0,1,62,3,0.0
0,1,62,4,0.0
0,1,62,5,0.0
0,1,62,6,0.0
0,1,62,7,0.0
0,1,63,0,0.0
0,1,63,1,0.0
0,1,63,2,0.0
0,1,63,3,0.0
0,1,63,4,0.0
0,1,63,5,0.0
0,1,63,6,0.0
0,1,63,7,0.0
0,1,64,0,0.0
0,1,64,1,0.0
0,1,64,2,0.0
